who,position,positionLabel,startDate,endDate,replaces,replacesLabel,replacedBy,replacedByLabel,posidx
57429028,Sierra Leone Ministry of Foreign Affairs and International Relations,Foreign Minister of Sierra Leone,2021-04-30,,,,,,0
57429028,List of heads of government of Sierra Leone,Chief Minister of Sierra Leone,2018-04-20,2021-04-30,,"None, position created",Q107067181,Jacob Jusu Saffa,1
