item,itemLabel,position,positionLabel,start,psid
Q104603374,Mohamed Rahman Swaray,Q113975525,Minister of Information and Communication of Sierra Leone,2018-05-04,Q104603374-F6953319-2736-41F3-BD6E-7D451D05614A
Q105725171,Austin Demby,Q112666898,Minister of Health of Sierra Leone,2021-01-18,Q105725171-c8e45d4d-470e-c95f-62ba-5aeef36a8cff
Q107067181,Jacob Jusu Saffa,Q56295070,Chief Minister of Sierra Leone,2021-04-30,Q107067181-2ED13916-2539-4737-A810-D11E7776167F
Q111522183,Memunatu Pratt,Q113976451,Minister of Tourism and Cultural Affairs of Sierra Leone,2018-05-04,Q111522183-5033546D-095D-4370-B9FF-8F0CE703B3ED
Q113976490,Alpha Wurie,Q113976776,Minister of Technical and Higher Education of Sierra Leone,2021-01-18,Q113976490-e6008bcc-4301-c50b-9e35-8b9e4432c613
Q113976491,Baindu Dassama,Q113976866,Minister of Social Welfare of Sierra Leone,2019-11-08,Q113976491-e399db8a-41c7-42a4-bc73-beba2f9e079a
Q113976492,David Panda-Noah,Q113976410,Minister of Internal Affairs of Sierra Leone,2020-05,Q113976492-92A05B04-D5D6-4C62-9D9E-2A4FD692E3A9
Q113976495,Denis Vandi,Q98881833,Minister of Finance of Sierra Leone,2021-05-07,Q113976495-779d103d-40a8-861c-6b55-b46b57bc6469
Q113976496,Edward Sandy,Q113976408,Minister of Trade and Industry of Sierra Leone,2019-05-31,Q113976496-889ACEE6-314A-437F-8CC1-752A17FC9B7F
Q113976498,Emma Kowa-Jalloh,Q113976426,Minister of Marine Resources of Sierra Leone,2018-05-04,Q113976498-817A4830-773D-458B-A9D5-B3905B9C0A73
Q113976499,Foday Jaward,Q113976455,Minister of the Environment of Sierra Leone,2019-11-20,Q113976499-392F7B1E-5D20-4CAC-8689-56DD65EA2520
Q113976501,Foday Yumkella,Q113976445,Minister of Political and Public Affairs of Sierra Leone,2018-05-07,Q113976501-4A2F035D-7155-43E7-B268-E0179DEF01D9
Q113976502,Francis Kaikai,Q113976436,Minister of Planning and Economic Development of Sierra Leone,2019-06-20,Q113976502-936D5829-08A4-4531-B885-9EEAD7DCB72B
Q113976503,Ibrahim Nyelenkeh,Q113976447,Minister of Sport of Sierra Leone,2018-05-07,Q113976503-010B1C29-C57A-42F0-B45F-AE22EBC12B9E
Q113976507,Kabineh Kallon,Q113976453,Minister of Transport and Aviation of Sierra Leone,2018-05-04,Q113976507-12F61C3D-61FA-4760-A3EC-68129874062D
Q113976508,Kellie Conteh,Q113975504,Minister of Defence and National Security of Sierra Leone,2019-11-20,Q113976508-78F7A579-05BF-4B61-8BDD-3CA4CF564038
Q113976509,Manti Tarawalli,Q113976406,Minister of Gender and Child Welfare of Sierra Leone,2019-11-20,Q113976509-7ECCAAEE-5410-4430-99A5-9E58599B9290
Q113976510,Mohamed Bangura,Q113976412,Minister of Youth of Sierra Leone,2018-05-04,Q113976510-3E868028-FD1C-435C-9279-74948E2E18FB
Q113976511,Mohamed Lamin Tarawalley,Q55647622,Attorney General and Minister of Justice of Sierra Leone,2022-01-18,Q113976511-80E8731F-C1B2-4554-BD8B-FBDAA789FE14
Q113976513,Musa Timothy Kabba,Q113975561,Minister of Mineral Resources of Sierra Leone,2020-08,Q113976513-D3AF88EC-A8C4-41E5-A92E-7D573D50DF50
Q113976514,Peter Bayuku Conteh,Q113976468,Minister of Works and Public Assets of Sierra Leone,2019-05-22,Q113976514-109A1860-4C14-4E97-9E95-82B32173BC4B
Q113976516,Philip Lansana,Q113976458,Minister of Water Resources of Sierra Leone,2019-11-20,Q113976516-44C9023D-D330-43E4-A3F0-947B23314E99
Q113976801,Abu Bakarr Karim,Q113975484,"Minister of Agriculture, Forestry and Food Security",2021-04-30,Q113976801-7f404d67-4dfe-b5c4-0bd0-12c8d5ee9247
Q113976854,Turad Senesie,Q113975536,Minister of Lands and Country Planning of Sierra Leone,2021-01-18,Q113976854-d09d3c04-4090-f489-4ff1-31a3ea569eb1
Q23728768,David Sengeh,Q113975512,Minister of Education of Sierra Leone,2019-11-20,Q23728768-19307B8D-740C-42FD-89B3-C0C5A3C9F765
Q283829,Julius Maada Bio,Q890010,President of Sierra Leone,2018-04-04,Q283829-3B3494AF-AD94-4BC5-9C7A-E617D58D016C
Q4735136,Alpha Timbo,Q113976397,Minister of Labour and Social Security of Sierra Leone,2019-11,Q4735136-D7B632E9-231E-47E1-99E6-0BB2A448139D
Q50242006,Mohamed Juldeh Jalloh,Q2687682,Vice President of Sierra Leone,2018-04-04,Q50242006-d16ccef6-2f1c-440f-8967-886babdcfb9a
Q53863493,David J. Francis,Q4294925,Minister of Foreign Affairs and International Cooperation,2021-04-30,Q53863493-F61ECF27-97A2-458C-BA1B-1435DF24DD80
Q6363364,Kanja Ibrahim Sesay,Q113976403,Minister of Energy of Sierra Leone,2018-05-04,Q6363364-C163746D-9FDD-452A-A56F-A7ABAE669CA3
Q80050898,Tamba Lamina,Q113975545,Minister of Local Government and Rural Development of Sierra Leone,2019-07,Q80050898-5C295A6A-B1A4-40DB-A53F-F398EE5EF352
