position,positionLabel,country,countryLabel,jurisdiction,jurisdictionLabel,inception,abolished,predecessor,predecessorLabel,successor,successorLabel,deputy,deputyLabel,list,listLabel
Q890010,President of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,1971-04-19,,,,,,Q2687682,Vice President of Sierra Leone,,
Q2687682,Vice President of Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,,,
Q4294925,Minister of Foreign Affairs and International Cooperation,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q17110359,Speaker of the House of Parliament of Sierra Leone,,,,,1957-01-01,,,,,,,,,
Q19694740,Member of the Parliament of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q26186137,Sierra Leonean Ambassador to United States,Q1044,Sierra Leone,,,,,,,,,,,,
Q28155289,Sierra Leonean Ambassador to Russia,Q159,Russia,,,,,,,,,,,,
Q28196006,Sierra Leonean Ambassador to Germany,Q1044,Sierra Leone,,,,,,,,,,,,
Q28403122,Sierra Leonean High Commissioner to the United Kingdom,Q1044,Sierra Leone,,,,,,,,,,,,
Q30301590,ambassador of Sierra Leone to Belgium,Q1044,Sierra Leone,,,,,,,,,,,Q27031683,list of ambassadors of Sierra Leone to Belgium
Q55611695,First Lady of Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,,,
Q55647622,Attorney General and Minister of Justice of Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,,,
Q56295070,Chief Minister of Sierra Leone,,,Q1044,Sierra Leone,2018-05-08,,,,,,,,,
Q98881833,Minister of Finance of Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,,,
Q112666898,Minister of Health of Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,,,
Q113975484,"Minister of Agriculture, Forestry and Food Security",,,Q1044,Sierra Leone,,,,,,,,,,
Q113975504,Minister of Defence and National Security of Sierra Leone,,,Q1044,Sierra Leone,,,,,,,,,,
Q113975512,Minister of Education of Sierra Leone,,,Q1044,Sierra Leone,,,,,,,,,,
Q113975525,Minister of Information and Communication of Sierra Leone,,,Q1044,Sierra Leone,,,,,,,,,,
Q113975536,Minister of Lands and Country Planning of Sierra Leone,,,Q1044,Sierra Leone,,,,,,,,,,
Q113975545,Minister of Local Government and Rural Development of Sierra Leone,,,Q1044,Sierra Leone,,,,,,,,,,
Q113975561,Minister of Mineral Resources of Sierra Leone,,,Q1044,Sierra Leone,,,,,,,,,,
Q113976397,Minister of Labour and Social Security of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976403,Minister of Energy of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976406,Minister of Gender and Child Welfare of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,2019-11-08,,,Q113976866,Minister of Social Welfare of Sierra Leone,,,,
Q113976408,Minister of Trade and Industry of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976410,Minister of Internal Affairs of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976412,Minister of Youth of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976426,Minister of Marine Resources of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976436,Minister of Planning and Economic Development of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976445,Minister of Political and Public Affairs of Sierra Leone,,,Q1044,Sierra Leone,,,,,,,,,,
Q113976447,Minister of Sport of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976451,Minister of Tourism and Cultural Affairs of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976453,Minister of Transport and Aviation of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976455,Minister of the Environment of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976458,Minister of Water Resources of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976468,Minister of Works and Public Assets of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976776,Minister of Technical and Higher Education of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,,,,,,,,,,
Q113976866,Minister of Social Welfare of Sierra Leone,Q1044,Sierra Leone,Q1044,Sierra Leone,2019-11-08,,Q113976406,Minister of Gender and Child Welfare of Sierra Leone,,,,,,
