id,name,relationship,relative,relativename
Q283829,Julius Maada Bio,spouse,Q55081550,Fatima Maada Bio
Q336297,Ahmed Tejan Kabbah,spouse,Q15939930,Patricia Kabbah
Q55081550,Fatima Maada Bio,spouse,Q283829,Julius Maada Bio
Q57460,Ernest Bai Koroma,spouse,Q7506505,Sia Nyama Koroma
